proba_Y	proba_N
0.9320945371000682	0.06790546289993193
0.8958127196255988	0.10418728037440111
0.8610878392631133	0.1389121607368865
0.48683864800781107	0.5131613519921889
0.8427470756663208	0.1572529243336793
0.06478976234003657	0.9352102376599635
0.9783487833140208	0.021651216685979146
0.76455941592628	0.23544058407372004
0.874434073106254	0.1255659268937459
0.8729594402250872	0.12704055977491274
0.20010227055803217	0.7998977294419677
0.12820017374055456	0.8717998262594456
0.6422110521312847	0.35778894786871535
0.8742254918674373	0.12577450813256283
0.04108783926311348	0.9589121607368866
0.9577302937306875	0.04226970626931248
0.7306188970210471	0.26938110297895296
0.8324164396687928	0.16758356033120697
0.7174215109409363	0.28257848905906363
0.6664864165092271	0.33351358349077287
0.7926769737756456	0.2073230262243543
0.9547897623400365	0.04521023765996343
0.838215156698887	0.16178484330111298
0.9438948726310223	0.056105127368977624
0.6298797122258203	0.37012028777417977
0.8442368777246517	0.15576312227534803
0.8986600855628596	0.1013399144371404
0.756946736413573	0.24305326358642698
0.8582703166965152	0.1417296833034847
0.475408632602487	0.524591367397513
0.8107151513141426	0.1892848486858573
0.7936814603897427	0.20631853961025726
0.7524014352686603	0.24759856473133954
0.6301784443513044	0.36982155564869557
0.6351234428024304	0.36487655719756956
0.8757219619514842	0.1242780380485157
0.7166207871846484	0.2833792128153516
0.9477302937306875	0.05226970626931248
0.6992282562440315	0.3007717437559686
0.6983375285632891	0.30166247143671104
0.9413158743004498	0.058684125699550095
0.538650999945	0.461349000055
0.5831344015677531	0.416865598432247
0.3590135971150809	0.640986402884919
0.059531721155557334	0.9404682788444427
0.9457643688057411	0.05423563119425893
0.9399165341132949	0.060083465886705045
0.7111234340178595	0.2888765659821405
0.8103425143651384	0.1896574856348616
0.7107418012615041	0.2892581987384959
0.8799350894203835	0.12006491057961646
0.8793815104166667	0.12061848958333334
0.9893815104166667	0.010618489583333333
0.8883883090287202	0.11161169097127964
0.8127446761711282	0.18725532382887167
0.8067144637713389	0.19328553622866107
0.7467887046884201	0.2532112953115799
0.7424592875488191	0.25754071245118104
0.9633300632850521	0.03666993671494797
0.6808578944501141	0.31914210554988587
0.6532815865100308	0.34671841348996923
0.8983192505003026	0.10168074949969734
0.7283153512591253	0.2716846487408747
0.7281424690124477	0.27185753098755217
0.643093007973859	0.35690699202614096
0.6919191147427961	0.30808088525720373
0.9683487833140209	0.03165121668597914
0.599188132794343	0.400811867205657
0.7853079155170246	0.2146920844829754
0.11314903846153847	0.8868509615384617
0.6706879135223364	0.3293120864776635
0.21255417503312796	0.787445824966872
0.8932879809157626	0.10671201908423733
0.9810878392631133	0.01891216073688651
0.7365415053371035	0.26345849466289645
0.7396598362189654	0.26034016378103453
0.04897883654017271	0.9510211634598273
0.5745911144149476	0.42540888558505235
0.12259615384615383	0.8774038461538461
0.5767078404309199	0.42329215956908006
0.7659135040711235	0.23408649592887645
0.8480434559128079	0.15195654408719197
0.9027488257838714	0.09725117421612868
0.6589552549879272	0.34104474501207277
0.7736848454826046	0.22631515451739553
0.9436370124973067	0.05636298750269338
0.8466043720908578	0.15339562790914202
0.4680577240015784	0.5319422759984216
0.8744159330636269	0.12558406693637306
0.8624905761876083	0.13750942381239178
0.12583205493173713	0.8741679450682629
0.8139626234249111	0.18603737657508895
0.7268172064395086	0.27318279356049124
0.8317914584979144	0.16820854150208567
0.6395815823729891	0.3604184176270109
0.9489376587798476	0.05106234122015232
0.7985572707392637	0.20144272926073645
0.9782748783079055	0.021725121692094417
0.8227641578963574	0.17723584210364243
0.7731526317641572	0.22684736823584278
0.039447115384615386	0.9605528846153848
0.8125256141398184	0.1874743858601817
0.13314903846153847	0.8668509615384616
0.9242913811463614	0.07570861885363875
0.9024736109078804	0.0975263890921198
0.7789454986385297	0.22105450136147037
0.9310878392631133	0.06891216073688651
0.8835404870411315	0.11645951295886846
0.6992324361281402	0.3007675638718597
0.05629807692307692	0.9437019230769232
0.6614419092816027	0.33855809071839743
0.8582111943955103	0.1417888056044897
0.8437708557333121	0.15622914426668785
