proba_Y	proba_N
0.9173482904072107	0.08265170959278922
0.904298435372619	0.09570156462738096
0.9825585280671741	0.01744147193282579
0.5313662444232792	0.4686337555767207
0.849993000382666	0.15000699961733407
0.02	0.98
0.9273482904072107	0.07265170959278923
0.95	0.05
0.9005043936073378	0.09949560639266224
0.815167531709752	0.18483246829024796
0.2091321321637513	0.7908678678362487
0.14543020908682824	0.8545697909131718
0.7236815386755482	0.2763184613244517
0.8034915528266766	0.19650844717332308
0.06629807692307693	0.933701923076923
0.9625585280671741	0.037441471932825786
0.8499326838621053	0.1500673161378946
0.8627285631416116	0.1372714368583884
0.818753058355939	0.18124694164406083
0.7345973220574461	0.2654026779425539
0.40010360380229143	0.5998963961977086
0.9525585280671741	0.04744147193282578
0.7262736406906902	0.2737263593093098
0.9272809253938752	0.07271907460612476
0.6394471153846154	0.3605528846153846
0.5944776388672179	0.40552236113278206
0.9894094896056358	0.010590510394364252
0.7631490384615384	0.23685096153846152
0.9480559243694964	0.05194407563050354
0.8125355751759266	0.18746442482407344
0.6269902898775688	0.37300971012243117
0.9573482904072107	0.04265170959278922
0.8902237471599999	0.10977625284000013
0.8531490384615384	0.14685096153846153
0.7144113961052241	0.2855886038947757
0.698198142716321	0.30180185728367914
0.9034121875212833	0.0965878124787168
0.9625585280671741	0.037441471932825786
0.9594094896056358	0.04059051039436425
0.8036042282023313	0.19639577179766865
0.8921756785262269	0.10782432147377302
0.28353987368665245	0.7164601263133475
0.9389890142857088	0.06101098571429112
0.25622276020840795	0.7437772397915922
0.04	0.96
0.9423277812898402	0.05767221871015976
0.7829789819301293	0.21702101806987067
0.5626317486008998	0.4373682513991002
0.8656851613205595	0.1343148386794404
0.9362980769230768	0.06370192307692307
0.8277463605189845	0.1722536394810154
0.9573482904072107	0.04265170959278922
0.9894094896056358	0.010590510394364252
0.7534539270476972	0.24654607295230274
0.9023768899922889	0.09762311000771107
0.6513286004056795	0.34867139959432053
0.6572019793424245	0.34279802065757564
0.7666585212558711	0.2333414787441289
0.9925585280671742	0.00744147193282579
0.6400689326563891	0.3599310673436109
0.31810625716868424	0.6818937428313157
0.7797637101233706	0.22023628987662938
0.861562772787132	0.13843722721286794
0.6136463673302878	0.38635363266971223
0.43949221983529424	0.5605077801647057
0.43373526097856613	0.5662647390214339
0.9707229094723666	0.02927709052763339
0.6734937148857432	0.3265062851142569
0.5174662970638975	0.4825337029361025
0.02	0.98
0.4503790738078121	0.5496209261921878
0.2844649127619884	0.7155350872380116
0.9679388008015749	0.032061199198424976
0.9541992519456722	0.04580074805432769
0.775259480697354	0.22474051930264582
0.8802824932414282	0.1197175067585719
0.0018687589158345222	0.9981312410841654
0.5962980769230769	0.40370192307692304
0.12793880080157505	0.8720611991984251
0.4981545780286598	0.5018454219713402
0.732853238907797	0.26714676109220314
0.8092546751020248	0.19074532489797505
0.9023768899922889	0.09762311000771107
0.7749129630152146	0.2250870369847853
0.7774342370461659	0.222565762953834
0.8967954057918262	0.10320459420817386
0.5766358261980069	0.4233641738019931
0.6170448001427185	0.3829551998572815
0.9535892125675676	0.0464107874324324
0.8843692870201096	0.1156307129798903
0.11482535709478255	0.8851746429052176
0.8149618317357467	0.1850381682642534
0.8995795246800731	0.10042047531992687
0.9382802488304075	0.06171975116959248
0.569254675102025	0.43074532489797507
0.9589890142857088	0.041010985714291126
0.7661056366404864	0.2338943633595135
0.903490486490371	0.09650951350962905
0.6759242476466675	0.3240757523533327
0.812175678526227	0.18782432147377304
0.0	1.0
0.8373859161861904	0.1626140838138096
0.04	0.96
0.9557330995402592	0.044266900459740854
0.8579743955563209	0.142025604443679
0.851204962831035	0.14879503716896506
0.9794094896056358	0.02059051039436425
0.876968085106383	0.12303191489361702
0.7113958338270377	0.28860416617296236
0.01	0.99
0.6052135384572935	0.3947864615427066
0.8686292557163676	0.13137074428363235
0.630139333379052	0.3698606666209481
