proba_Y	proba_N
0.5942858522845407	0.40571414771545933
0.5454151396820923	0.45458486031790774
0.6191262349951947	0.38087376500480535
0.65322198061989	0.34677801938010994
0.9283413769810378	0.07165862301896221
0.09049451111907703	0.909505488880923
0.7890809326601953	0.21091906733980473
0.7785053729751253	0.22149462702487469
0.7942944228651551	0.20570557713484497
0.8466909178419799	0.15330908215802005
0.6375029592017305	0.36249704079826944
0.7748310016565868	0.2251689983434132
0.09001767093571	0.90998232906429
0.785278459584674	0.21472154041532604
0.4172067180598259	0.5827932819401741
0.5834521243517837	0.41654787564821627
0.7697869252078107	0.2302130747921893
0.7971595651390515	0.20284043486094855
0.6903484436259777	0.30965155637402225
0.8606832008139419	0.13931679918605808
0.3975033602929322	0.6024966397070678
0.6844400638789631	0.31555993612103694
0.782855437040428	0.21714456295957196
0.5349370876020902	0.4650629123979097
0.35645746077535945	0.6435425392246406
0.7661663541348409	0.23383364586515903
0.700550096945784	0.29944990305421604
0.5901946997268899	0.4098053002731101
0.8770534340335696	0.12294656596643044
0.43507716498170423	0.5649228350182958
0.7761746029955164	0.2238253970044836
0.7726971414584528	0.22730285854154716
0.5831465482877873	0.4168534517122126
0.8269071875708655	0.17309281242913457
0.7524359241688381	0.24756407583116188
0.774154322926444	0.225845677073556
0.7583096845282955	0.2416903154717045
0.14203641824698632	0.8579635817530137
0.5433972297399372	0.4566027702600628
0.5980405380544614	0.40195946194553855
0.7946090065052714	0.20539099349472856
0.1958911811844526	0.8041088188155474
0.8196860034481184	0.18031399655188163
0.604663869571799	0.395336130428201
0.6313612576382185	0.3686387423617815
0.9304432307404833	0.06955676925951675
0.6220537337030734	0.3779462662969266
0.7275078672915941	0.2724921327084059
0.7287226289496461	0.2712773710503539
0.7563761997317622	0.24362380026823777
0.8608035297671637	0.13919647023283638
0.3205141394076716	0.6794858605923284
0.8205080611721581	0.1794919388278419
0.5041050542540261	0.4958949457459739
0.026749603497153718	0.9732503965028463
0.5592811958391855	0.4407188041608145
0.45608871994262334	0.5439112800573767
0.550128111992694	0.449871888007306
0.6476824211110856	0.3523175788889143
0.42445904758430464	0.5755409524156954
0.7419223726203028	0.2580776273796972
0.025449791657904286	0.9745502083420957
0.0350930436122715	0.9649069563877285
0.7679471062875205	0.23205289371247953
0.6393116540607913	0.36068834593920873
0.03607568313128506	0.9639243168687149
0.614992353528005	0.38500764647199504
0.6232761829797234	0.3767238170202766
0.5942156649282866	0.40578433507171346
0.5971434033966916	0.4028565966033084
0.7566054320510875	0.24339456794891245
0.10204561476607821	0.8979543852339218
0.7050435174125045	0.2949564825874955
0.5612968326245944	0.43870316737540566
0.4538714581353773	0.5461285418646227
0.5586306683447987	0.4413693316552013
0.4941188409387183	0.5058811590612817
0.4366855556327328	0.5633144443672672
0.7779665406148627	0.22203345938513733
0.45561539035461085	0.5443846096453892
0.4636302919319135	0.5363697080680865
0.5658142618232462	0.43418573817675377
0.5259540701967717	0.47404592980322835
0.5864606655796193	0.4135393344203807
0.032956537832848465	0.9670434621671515
0.8200347407333044	0.17996525926669563
0.8946400954017513	0.10535990459824877
0.7820266602128086	0.21797333978719138
0.761374319279927	0.23862568072007298
0.045598772038914936	0.9544012279610851
0.538772076913783	0.46122792308621696
0.4099141534929591	0.5900858465070409
0.8497938738036488	0.15020612619635126
0.6373233493560392	0.3626766506439608
0.7285649122362456	0.2714350877637544
0.036840744998238195	0.9631592550017618
0.7098307591345965	0.29016924086540347
0.3214666674865847	0.6785333325134153
0.8326815563714544	0.16731844362854567
0.3252274612328748	0.6747725387671252
0.4827388551236572	0.5172611448763428
0.9307251288205649	0.06927487117943515
0.4776838506139087	0.5223161493860913
0.5962682396136176	0.4037317603863823
0.7078133737038362	0.29218662629616377
0.8704957333836529	0.12950426661634712
0.7940656531366171	0.20593434686338286
0.7131899094903338	0.28681009050966616
0.8344384189893201	0.16556158101067983
0.4552688956294467	0.5447311043705533
0.026682026565980177	0.9733179734340198
0.7853946919955068	0.21460530800449323
0.8153451031548657	0.18465489684513425
0.04972885230763158	0.9502711476923684
0.680918565186313	0.319081434813687
0.4776856226539775	0.5223143773460225
0.5599884467070815	0.4400115532929186
0.8621611681571131	0.13783883184288692
0.45465251878918445	0.5453474812108156
0.5301856192106269	0.46981438078937304
0.6553461414765148	0.3446538585234852
0.4219792377096355	0.5780207622903645
